,Product_1,Product_2,Product_3,Product_4,Product_5
67870963,67985251,74496647,68049838,68248608,67849471
67907870,515550,4312979,4312979,25078249,73165085
67910637,73947084,63084235,63839533,71082242,48524359
67911084,58667989,16079268,42126872,16106838,44349631
67975846,36710007,66541696,52608923,35735258,50937043
67985251,45437829,68248608,67849471,74496647,68049838
67991056,68027300,12011497,56305761,3858183,491362
68025746,71893707,45070823,68088752,71892315,68100167
68027300,2784543,72456773,14301144,9850897,67991056
6803095,70773153,70773221,2130371,19913805,22052301
68049838,46650998,67849471,68248608,74496647,67985251
680611,126003,125781,126000,855600,855018
68088752,68025746,45070823,71896003,71907010,71893707
68100167,71907010,71893707,45070823,68025746,71892315
68124460,45209285,44216153,33075647,33108554,56720370
68125744,68125768,71505389,67262439,71197069,68467585
68125768,68125744,68135096,67262439,71197069,68467585
68135096,68125744,67262439,71197069,68467585,68125768
68165397,73947084,63839533,63084235,73113762,68165482
68165482,48524359,63839533,63084235,73113762,68165397
6816557,14388647,1036160,6817797,74561265,11715709
68171118,52675312,76307596,74558974,68174420,68174409
68174409,52675312,76352373,76307596,68171118,68174420
68174420,76352373,76308647,76307596,68171118,68174409
6817797,53384260,8398179,14388647,74561265,11715709
68200288,57730666,61280865,54450887,23288812,68222196
68222196,57730666,61280865,54450887,23288812,68200288
68230948,48452169,48278979,55146278,56903194,56962891
68242940,54023388,54023421,54023400,54023404,54478250
68243252,52644664,71951292,7016499,19844214,45839931
68248608,67870963,67849471,67985251,74496647,68049838
68250770,54710061,80978486,66730238,66730368,46757834
68259526,48304526,58502959,57970261,58666606,59471172
68266193,55791807,48738374,10795860,51501467,76226922
68297085,42006873,42003599,68222196,68200288,57730666
68308394,68230948,56903194,56962891,34159174,53708750
68354945,72798037,68357699,72797003,57440303,56028477
68357693,17465709,33740550,13687106,24787086,68357697
68357697,17465719,68357699,33740550,59452897,68357693
68357699,72798037,68354945,57440303,72797003,56028477
68358114,3922389,4216333,2669195,5371673,7734288
68359249,1892025,37878694,62754437,3716571,15972213
68369702,32200279,10706084,26315122,10706160,76029885
68371276,43801338,8141074,53384260,4154855,54432315
6841341,6376015,6009539,10732310,14449573,2066599
68417073,52251276,23839834,57437733,22568380,43351530
68418555,70781319,37822610,69752015,68432556,41381461
68432556,37822610,41791430,70781319,68418555,39720996
68438022,46779514,73844240,38242369,66605328,46155766
68438139,11582921,16766952,11191145,9355345,9355345
68444581,4953357,405243,72454475,4953361,426396
68453667,32021463,8819557,2566051,68454398,54818426
68454398,32021463,68453667,9130105,8819557,54818426
68455358,45075149,5899493,5899501,5899427,66117818
68460397,23308727,817776,14815404,817884,13335028
68467585,68125768,60843632,67262439,68125744,71197069
68481090,4032669,16717623,10603363,52297633,17589287
68491548,50491560,58899265,54384395,75754994,58566938
68495024,70781319,37000902,37000912,64319112,20475644
68508353,26334631,17946135,12118915,23442433,57287349
68521343,58065346,63839533,68527587,71092325,5868813
68527587,73947084,63839533,5868813,68521343,71092325
68528166,56365197,52889826,56885678,50817650,67546816
68535273,25433290,67239490,49546884,67030680,75763939
68554054,13764494,68976582,54393507,54635796,32204730
68565089,70033278,19477382,19301952,17926677,70504071
68579717,40737659,75510218,22153584,23503622,75520677
68592171,21329314,17618382,22082835,71663942,13607810
68592591,25325318,33342185,73286990,54624306,32132163
68596326,31276832,74492306,66425192,52400151,71159365
68619598,56904924,58075222,57625269,57422387,59581811
68621140,57865557,60228865,73308614,73309592,56540134
68655745,50421562,50702921,50692303,50421561,50592903
68693081,83470267,52717588,58259141,62263771,53516830
6872581,21022062,594788,594697,414703,116897
68760042,5983519,68778590,68760242,68778596,68760491
68760242,5983423,68760042,5986733,5983519,36623643
68760491,68778590,68760242,49607755,68778596,68760042
68769369,25648528,15792427,16555172,37935420,74610299
68771432,57876590,28527933,23068516,75356672,52236758
68773594,32933095,32933095,11242886,6986847,11213554
68778590,68760242,68760491,68760042,68778596,68778598
68778596,68760242,68760491,68760042,68778590,68778598
68778598,68760042,68760242,68760491,68778590,68778596
68793627,72881850,44231732,41318362,59322576,51884751
6880747,10001012,9824320,6649989,6703629,6885293
68823075,550442,23476288,55469774,10777563,12411687
68828151,1536285,708026,50375507,52789693,54789931
68832410,56904924,57625269,54029519,58247593,58176142
68832412,54029519,57425928,58176142,58292845,68832414
68832414,58176752,57425928,58176142,58292845,68832412
68839181,73117254,73116940,73117102,64441281,61224691
6883921,3209659,10785805,8141074,12481715,12481716
6885293,10001012,9824320,6880747,6649989,6703629
688845,6841341,10732310,14449573,10696649,689063
68904994,39720996,72119221,70781319,68495317,68645736
689063,73199681,10732310,14449573,688845,10696649
689579,52696677,52695829,52695502,52696541,919826
68976582,54393507,68554054,54635796,13764494,32204730
69060449,73247026,70840299,2131361,11225097,49360016
6909331,54439144,511960,10143147,74857633,491328
6910261,67567419,13392137,13446740,77918557,22030673
69149307,44681013,16533906,58039891,10006134,28364394
691576,702132,702132,233212,233212,691576
691755,359484,180912,72746857,208248,208248
691879,459077,72456773,708026,857916,68828151
69192486,53997901,50598485,70799822,55510736,47488413
69192869,55320027,9839803,14845231,74829862,57116483
69196844,50230120,13392137,63140411,50796737,13446740
6919753,2774881,4331913,8299504,11443614,7739073
69201188,29248443,29244640,29245829,29247864,69237786
69201191,52702602,1675793,53638558,1513667,73606780
6921779,54353418,19351442,15669042,15927481,2246513
6921787,613193,1074044,15287960,46134868,6934901
69220054,71198424,57508317,74983716,47507712,71087291
69237786,29245831,29248443,29244640,29245829,69201188
69238917,53447698,43017581,51668332,19772753,49658272
69271416,45339109,63839533,53516830,73510754,58065346
6934901,1074044,15287960,613193,46134868,6921787
69382515,11866615,68769369,51063611,71151380,75831435
69387401,68259526,59471172,16556339,16342887,12567651
69507754,11213554,53599451,58053725,32204730,70567940
69625196,9982809,9992091,71045829,71043508,49411968
6986847,12110556,13302966,32933095,32933095,43761442
6991111,2508067,4688757,4688759,24596629,35302658
70000381,68645736,56540134,60228865,51153207,46654004
70033278,68565089,1513667,19477382,19301952,17926677
7011135,74559331,46645696,15674038,20412302,22179387
70115294,71934115,38997194,58251883,19907399,20204021
70116493,71934115,70115294,55035537,59238709,73612703
70148134,65439712,19301952,70504071,68565089,17926677
7016499,52644664,16738277,19844214,68243252,45839931
7017509,50570089,50586067,14585382,50587112,9799302
702132,691576,691576,702134,702134,702132
702134,691576,73165085,702132,702132,702134
70373691,75520677,52220154,15849363,48592245,16217071
703761,64246103,50086320,50085665,48878735,704279
704279,11609717,48877698,66573446,48878735,703761
704654,53599451,69507754,32204730,58053725,70567940
70504071,19477382,70148134,17926677,19301952,68565089
70524690,74572230,66746416,55210024,74955104,72796676
70567940,68554054,704654,53599451,32204730,69507754
70623929,15792427,45830277,16458389,26465463,20996983
70631732,33075647,44216153,45209285,44184322,42953815
70639700,19943198,52644664,72005800,68243252,71951292
7064939,10001351,10001355,10001357,7066207,7066573
70661051,52717588,45695395,68693081,62263771,62269749
7066207,10001382,7064939,24902640,11353901,7066573
7066573,10001382,7064939,24902640,11353901,7066207
70692002,73831102,59081231,73831096,77694537,73831100
70720171,41492301,31522301,43369992,8130816,70720181
70720181,41492301,31522301,43369992,8130816,70720171
70722482,58388702,77721309,77694498,77692949,59473370
70761592,31602057,51571587,74141526,21578204,74623725
70765393,58444960,53833095,70833091,73320913,70765398
70765398,31276832,63839533,70833091,53833095,70765393
70766384,71198345,70766415,71198812,71201344,71201117
70766415,70766384,71201117,71201194,71198345,71198812
70767702,2130371,22052301,73280676,70773221,70773153
70771651,71198812,71201194,71198345,71197117,71197208
7077177,2063013,67564992,9960538,426320,11308022
70772235,59150358,22413470,59168467,48102821,74247140
70781319,37000902,37000912,68645736,68495317,72119221
70797599,50562851,69192869,53997901,24913465,50598485
70799822,55510736,53997901,50598485,47488413,69192486
708026,6539103,742272,72672762,74209127,56305761
70817873,73314682,74285829,46621334,46695756,41574489
70823216,73767444,70847754,71934115,72634099,25404882
70833091,44147702,70765393,53833095,70765398,73682812
70833240,73159008,73159010,74342054,77706599,74343369
70840299,2131361,11225097,69060449,25100431,49360016
70847754,72455227,44887774,74456975,71934115,74457004
70895043,45123323,23852057,59322576,7820533,65395332
7089529,7471335,2533165,19986875,6710017,20053400
70914768,36710007,29655357,15280632,56313543,66541696
709192,10697859,7494785,13632171,7650377,12218724
7092227,12238762,10735333,12236983,14071430,13583766
70944880,10769836,54708669,8141062,77105849,72945070
71043508,74381349,49411968,72185593,69625196,72045167
71045829,72185593,72045167,69625196,49411968,71043508
71051598,13151574,56612173,74853592,52070229,71052709
71052709,71938164,74853592,73463150,52070229,71051598
71062304,51615378,51987865,14469139,7458771,67106618
71062970,4747467,14298446,54889013,11199435,44224953
71066544,74381349,72185593,71043508,72045167,73640620
71070322,36652304,55517153,43048676,71073358,51731751
71073358,13406653,36652304,55517153,43048676,71070322
71075716,38144690,8141868,25062191,48483174,23291354
71082242,59043368,59043365,73947084,48524359,67910637
71087291,54744314,44066765,74983716,69220054,47507712
71092325,52400151,63839533,5868813,68521343,68527587
71095046,31276832,67057190,57127752,55138557,73642786
71101151,54384395,75754994,58566938,59195378,57309752
71102068,67447238,10003165,55515547,58410688,8951185
71105466,53115576,48490928,14033974,22596017,76184540
711112,35195236,76287527,1760987,21022062,711323
71112373,6304783,15227544,15222490,55246585,55244517
71112874,44924941,24456725,36344502,59433314,21582145
71142100,21582145,71112874,69190011,44924941,59433314
71149178,8966443,23556604,10003165,58531097,55515547
71151380,26465463,74610299,68769369,51063611,69382515
71159365,66425192,52400151,31276832,63494589,68596326
7117761,42126872,2086067,16314108,15514958,16208533
71197069,68125768,71505389,67262439,68125744,68467585
71197117,71201194,71198345,71198812,71197208,70771651
71197208,71198345,71198812,71201194,71197117,70771651
71198345,71197117,71197208,70771651,71201194,71198812
71198424,55669097,57508317,47507712,71087291,74983716
71198812,71197117,70771651,71197208,71201194,71198345
71201117,71198345,71198812,70766415,70766384,71201344
71201194,71197117,70771651,71197208,71198812,71198345
71201344,70766415,71198812,71198345,70766384,71201117
71209699,71087291,74983716,11118211,27910586,73109434
71210329,13742860,32223343,50438593,35909293,13743101
712283,14566337,14568998,14569063,3560691,713247
71289500,71948433,73187624,72455227,74853592,71938164
71291990,66746416,74955104,55210024,24932961,74572230
71293311,16420565,15596190,15597935,19763559,19763768
713247,14566337,3560691,14568998,14569063,712283
7140249,29655357,17589287,57484728,42631737,37944329
7144625,48592245,41265405,4688759,21030723,7145663
7145663,75514029,4688759,21030723,41265405,7144625
71505389,68125768,68467585,71197069,67262439,68125744
71513880,69192869,44633444,74829862,73250070,73317202
7152321,5849615,5849479,32454377,22635666,21163516
71523843,12716267,78010530,53447698,72290186,57524517
71567079,70631732,59452897,74909416,27600669,44144695
71641304,2020929,4727887,53924489,21221639,15377266
71655498,13745119,7614405,56515226,62266000,47452735
71656427,56306151,72455227,76161572,56799621,72217122
71663942,23304368,17618382,21329314,22082835,21442742
71672203,1501767,1500863,461038,73315307,73179180
71674971,11239836,67752435,51198977,54350617,58298176
7176411,4032669,5452277,10751487,19763307,9488961
7184855,8549874,67085908,67087279,2119907,58245791
71883135,4897521,74623725,23476288,55469774,66530645
71892315,71907010,71893707,45070823,68025746,68100167
71893664,71062304,16572969,57051581,53254176,53704413
71893707,68100167,45070823,71896003,68088752,71907010
71895965,58913262,58913366,55584843,76798413,8274317
71896003,71892315,45070823,68088752,71893707,71907010
71897367,15163759,14033757,20271580,26274900,41694647
71907010,68100167,45070823,68088752,71896003,71893707
71934115,70823216,72634099,38997194,73767444,70847754
71937157,58340599,208248,208248,180912,74907707
71938164,74890302,74853592,72217122,71656427,72455227
71938293,38144690,77718549,51668230,25062191,51668332
71944106,67056051,46472383,36710007,54485907,73261935
71948433,71656427,72455227,23410785,56308749,56306151
71951292,53585261,52644664,45839931,68243252,59548131
71952008,58065346,63839533,8819725,13328288,8820501
72000836,54693718,54697472,74459767,76265784,74901879
72004658,74246209,19772753,12716267,49658272,14496225
72005800,71951292,72515057,60744527,73947380,54714032
72006749,53716886,52702602,1675793,53639809,1513667
72014868,73187624,72728356,74890302,74853592,72455227
72034454,55996377,28252100,58272980,66510277,71523843
72036855,54294752,54345278,13670608,55960558,52627677
72036884,68230948,56962891,48278979,15506461,56903194
72040315,73159010,72537158,75553081,73812294,73136075
72042076,76358835,68693081,72310352,72042234,72042703
72042234,58245791,21464946,72310352,72042076,72042703
72042710,71062304,51615378,7458771,51987865,14469139
72045167,72835956,19374087,72185593,71043508,74381349
72105035,48274124,50438593,70504071,15246396,68565089
72119221,69752015,70781319,58204138,68645736,68495317
72127109,13367716,45168294,38762682,10386686,44607240
72128653,68369702,14033602,14033612,33108693,38072358
7217981,386464,5913881,385455,21316309,11212346
72185593,74381816,72045167,72835956,19374087,74381349
721995,4432845,23536001,73806442,73788524,55244349
72207277,8646015,68259526,8711355,7645111,36618600
72217122,66138337,71656427,76161572,55719951,56799621
72221412,23068516,57876590,57742831,75831435,11866615
72284060,66773643,44106461,43924153,41318754,43865002
72290186,74246209,12716267,71523843,78010530,57524517
72290345,14507169,66773643,43924153,74776150,72038887
7230439,10644571,43107185,8406093,7932267,21068237
72307761,73179180,73315307,1501767,72308418,72308191
72308191,73179180,73315307,1501767,72308418,72307761
72308267,12527803,12527803,19701154,32118160,459152
72308418,73315307,73179180,1501767,72308191,72307761
72322957,447638,3608387,26691653,447634,72323554
72323554,4953369,3608387,3683399,447638,72322957
7237635,7253209,7325021,7327987,7362171,7252601
7239205,9353663,15595231,53128479,9862464,10194812
7240827,19884568,4713035,4713017,3597911,3597899
72454475,12735027,68444581,67260812,67257745,67257699
72455227,73637020,73463150,72728356,74853592,72014868
72456773,459077,2784543,57657389,56606226,23454205
72457285,48304526,58502959,59471172,68259526,57970261
72462227,31837271,60715918,2045569,74883580,26218953
72464342,73947084,57127752,58065346,63839533,71952008
72471606,73767444,13151476,13151574,77619027,72946423
72487168,4953357,426396,4953367,4953369,4953341
72506171,68655745,50685658,50592897,50421561,50685581
72515057,13541150,49884032,41098424,67345441,41098540
72519492,50817650,48273751,22413470,72560404,58240250
72520984,49368888,4747467,44567597,63483847,11199435
7252155,5876277,5895559,53582482,55985257,16988898
72521998,4747467,1666387,59405214,53562788,63226094
7252601,7237635,7253209,7325021,7327987,7362171
7253209,7237635,7325021,7327987,7362171,7252601
72535930,77706599,74343369,57767919,73831096,58388702
72537158,73159010,73831100,72040315,73835648,72537395
72537395,70722482,72535930,77692949,59473370,72537158
72540740,71656427,72217122,76161572,56799621,56597141
72556060,59288875,25648528,38440074,31621490,74893380
72560404,25749035,67752435,22413470,52333193,70772235
72575377,76101329,75641272,39056842,75557997,76310232
72628067,58298176,11239836,72801647,69459839,74741901
72634099,38997194,70847754,71934115,25404882,70823216
72635454,11254535,35170466,35281385,19460704,36264193
72638706,44772856,74829862,52497383,52289366,73887824
72655301,57841945,31685803,21193149,72655539,14349619
72655539,23068516,11370697,21193149,72655301,14349619
72672762,54439144,46178917,708026,15270539,74209127
72679390,11914559,4252075,16385902,1044890,21313534
72689407,22030673,3054369,76181490,67480516,67567419
72728356,74853592,71656427,72014868,72455227,73187624
72746857,67907870,691576,691576,691755,180912
72748642,52702602,1675793,1513667,73169653,72748653
72748653,48319361,1675793,1513667,73169653,72748642
72754256,74981880,72821133,73329078,76052568,72781977
72781977,54903225,46650998,40958139,73329078,72754256
72790590,54011966,67260812,77105849,29042164,49020913
72796676,52945747,55210024,74955104,74572230,70524690
72796842,54021947,754249,20412302,10143147,74857633
72797003,56037103,68354945,56028477,68357699,57440303
72798037,68354945,56028477,72797003,68357699,57440303
72798141,50598485,73329078,23068516,74981880,72821133
72798370,76451695,47868431,57876590,57742831,72798721
72798721,76451695,28527933,57876590,57742831,72798370
72801647,61206696,74496917,58298176,75301142,11239836
72802708,11708352,47815131,7555917,55780679,37792470
72820664,54384395,75840202,72820927,72821318,72820740
72820740,54384395,75840202,72821318,72820927,72820664
72820927,54384395,75840202,72820664,72820740,72821318
72821133,23068516,72754256,72798141,73329078,74981880
72821318,54384395,75840202,72820740,72820664,72820927
72835956,72045167,19374087,72185593,74381816,74381349
72836349,55669097,30886874,58271504,54744314,44066765
728605,1676077,52774775,52702602,1513667,1675793
72872343,10003165,23556592,23556604,55515547,58531097
72881729,74983716,31169861,71198424,54455779,66251373
72881850,7820533,41318362,59322576,51884751,54680052
72882726,34942696,12539362,74317085,34942635,12628815
72888793,74317085,12628815,75540783,34942635,12539362
72891275,45437829,68049838,74496647,46650998,40958139
72913605,33732222,33748673,48184433,35328686,73172863
72920029,17618382,24969443,7801273,21261960,27147619
72928043,48273751,52333193,52889826,35373097,26348659
72945070,10769253,11194805,77105849,8141062,70944880
72946423,75643830,13151476,13151574,77619027,72471606
72954000,57751841,58623988,52864995,20833539,58086409
72957781,77756018,73103291,73103412,73103094,73102935
7296633,14904488,14904115,49291897,15088370,50239829
72967700,23107340,11719645,77324966,23442433,12118915
72969822,72537395,73807070,59473370,77692949,77694498
73091235,68596326,63494589,31276832,74492306,66425192
73100602,57750621,57841945,44007386,57887358,37487298
73102935,72957781,77756018,73103291,73103412,73103094
73103094,72957781,77756018,73103412,73103291,73102935
73103291,72957781,77756018,73103412,73102935,73103094
73103412,72957781,77756018,73103291,73102935,73103094
73109434,74983716,71087291,11118211,27910586,71209699
73113762,67910637,73947084,63084235,68165482,68165397
73114723,74317085,72882726,34942635,12539362,12628815
73116940,56885678,75574549,61224691,73117102,73117254
73117102,73258681,56885678,61224691,73117254,73116940
73117254,73258681,75574549,61224691,73117102,73116940
73121485,75540623,77692949,45151660,73807070,72537395
73123059,49993511,50883140,56720370,52410460,1376291
73127627,56384890,69238917,51668332,43017581,58363324
73136075,73807070,72537158,75553081,72040315,73812294
73157319,1675793,1513667,56403960,52774785,52774775
73159008,72535930,72537158,74343369,73831100,73159010
73159010,72535930,72537158,74343369,73831100,73159008
73165085,67907870,702132,702132,702134,702134
73169653,1675793,48319361,1513667,72748653,72748642
73172863,33748673,33732222,48184433,35328686,72913605
73173832,10777563,12411687,68823075,23476288,55469774
73174156,63839533,73547373,63453468,58065346,54058645
73179180,72308418,487532,56922762,71672203,73315307
73187624,72014868,71656427,74853592,72455227,72728356
7318823,1502145,3818775,3818757,7319551,7319751
7319551,1502145,3818757,3818775,7318823,7319751
7319751,1502145,3818757,3818775,7318823,7319551
73199681,689063,6841341,2066599,688845,10696649
7320225,50317255,31602057,51571587,14069536,74623725
73238633,3220933,12239943,7092227,12238762,20391852
73242961,74989061,74860089,58298176,74496917,11239836
73247026,20007984,871386,2131361,11225097,49360016
73250070,44633444,14349619,74829862,71513880,73317202
7325021,7237635,7253209,7362171,7327987,7252601
73252501,55366883,73378806,24789224,28324610,29601707
73258681,75551911,54406343,73117102,61224691,67634480
73261935,75337445,71944106,54626520,46472383,54485907
73271125,49360016,70773153,70773221,22052301,70824061
7327987,7237635,7253209,7362171,7325021,7252601
73280676,2130371,22052301,70767702,70773153,70773221
73286990,73947787,33342185,54624306,32132163,68592591
73308614,60228865,46654004,56540134,68621140,73309592
73309592,60228865,46654004,56540134,68621140,73308614
73314682,52333193,70817873,41574489,46695756,74285829
73315307,4026423,487524,64354130,71672203,73179180
73317202,14349619,44633444,74829862,71513880,73250070
73320913,70833091,58444960,70765398,70765393,81140794
73324095,74631286,60744527,44784387,25965194,8144693
73329078,72798141,72781977,76052568,74981880,72821133
73378806,32102874,16651189,55366883,11230151,34862764
73398742,8141065,10777708,1907615,10785805,11194805
73463150,73768914,72014868,73637020,72455227,74853592
7347125,52333193,21261078,20478281,56365197,22413470
73476077,73641065,24343930,59288875,41819516,33078123
73488819,68125744,67262439,75754994,58566938,73980687
73510754,69271416,34942635,74317085,12628815,75540783
73525587,11849226,20958295,73685012,8157795,8157792
73526891,12539362,34942696,74317085,72888793,12628815
73547373,73174156,63494589,54058645,63839533,58065346
7357967,3560691,14645571,74459767,10766617,9857985
73592303,15079790,48493605,7820533,23852057,65395332
73606780,1676077,1675793,53638558,1513667,69201191
73612703,55035537,41499593,19988255,19767845,41502230
7362171,7237635,7253209,7325021,7327987,7252601
73637020,73768914,71948433,73463150,72455227,74853592
73640620,19374087,74381349,71043508,72045167,71066544
73641065,48483836,33078123,41819516,73476077,24343930
73655906,57127752,55138557,73642786,74240829,67057190
73666130,7490967,16667097,6711831,10021395,54839622
73681045,74227763,51717579,74193765,44244493,73681047
73681047,74227763,74193765,51717579,44244493,73681045
73682498,44241909,27922157,63851307,77706599,75616850
73682812,53833095,53135819,53515396,53090589,70833091
73684911,6304783,57625269,47215212,45348708,45350046
73685012,1530451,8157792,3525255,457194,11849226
73717466,72798037,56028477,72797003,68357699,57440303
73763817,77348600,54056610,55457074,44217261,56025961
73767444,74457004,73612703,70847754,71934115,44887774
73768914,73463150,73637020,72014868,72455227,74853592
73788524,55244349,73788533,73788531,73795655,73795660
73788531,48429836,73788524,73795655,73795660,73788533
73788533,48429836,73788524,73795660,73795655,73788531
73795655,55244349,73788531,73788533,73788524,73795660
73795660,55244349,73788533,73788531,73788524,73795655
73806442,74342054,73159008,73159010,39992118,74343369
73807070,72537158,72537395,77692949,77694498,73835648
73811766,25935590,70332634,25933434,55596971,74304197
73812294,59473370,73807070,75553081,72040315,73136075
73821826,58473284,74215680,44611291,79239706,59301695
73830099,73806442,53827027,73159008,73159010,72033197
73831096,55880902,54245193,73831100,58388702,72535930
73831100,72537158,73159010,73159008,77694537,73831096
73831102,55880902,39992118,54245193,70692002,59081231
7383363,52487273,37503894,35460128,28571379,12716267
73835648,77694498,45151660,72537395,72537158,73807070
73844240,46779514,38242369,66605328,46155766,68438022
73861888,22198166,8122699,56597141,13151476,13151574
73887824,21921714,69192869,74829862,52289366,72638706
73922514,22413470,74247140,14785024,10576733,25770121
73936929,53447698,71523843,72290186,45661782,57524517
73937067,6539103,12274956,44984825,1536285,53635028
73947084,59043365,73113762,67910637,63839533,63084235
73947380,72515057,41098540,73947787,73952674,72005800
73947787,56200767,33279197,74267277,73947380,73952674
73952674,11664604,15333988,74267277,73947380,73947787
7395667,12485554,52675635,11794382,62266000,3040151
73980687,67262439,68467585,68125744,73488819,68125768
73986821,67625043,67448076,58958936,67457497,45314842
73987485,50326880,3171419,8326109,1097744,2860621
73992109,15226911,46156090,2067059,15129417,311639
7412799,1513667,52696677,52695829,52695502,52696541
74141526,75574549,51571587,31602057,59168467,74623725
74162456,46178917,15270539,708026,3858183,56305761
74176622,74317085,34942635,35532358,34942696,25730627
74192857,59452897,51717579,44244493,74193765,42084193
74197591,556124,31245660,556110,50239829,556116
74209127,54439144,708026,46178917,15270539,72672762
74215680,58566938,54935451,59301695,75840202,79239706
742272,456521,3858183,6539103,56305761,708026
74227763,73681047,44244493,51717579,73681045,74193765
74240829,73547373,57127752,76206341,67057190,73655906
74246209,3220163,28252100,1059170,1324787,11477102
74247140,54406343,14790642,48102821,59168467,70772235
74267277,299461,299431,54665,54665,389145
74274442,55571724,56873256,51343843,4216333,51030375
74285829,52333193,70817873,41574489,46695756,73314682
74311543,12404622,12404601,12404601,35920722,25206026
74317926,45125717,19362591,45125720,74348608,58629879
74341518,54245193,70722482,39992118,72537395,55880902
74342054,39992118,70833240,57767919,74343369,58388702
74343369,73159008,73159010,74342054,77706599,70833240
74348608,58629879,74317926,45125720,19362591,45125717
74381349,72045167,72185593,72835956,19374087,74381816
74381816,72045167,72185593,19374087,72835956,74381349
74456975,74853592,73768914,13151476,13151574,74457004
74457004,25404882,44887774,73767444,74456975,70847754
74459767,13328288,8819725,8820501,73247867,76265784
74489817,63494589,74492306,58437155,66425192,35729879
74492306,31276832,63494589,66425192,52400151,53827214
74496647,67849471,46650998,68248608,67985251,68049838
74496917,11239836,74860089,61206696,75301142,74629311
74500335,28527933,75831435,17686592,47868431,67827497
74526984,49202762,51518382,23973713,9845366,19782056
74529030,51842523,74566674,74561247,48549296,75538697
74547151,548496,742272,75590201,74857633,708026
74547194,74561661,74547151,465219,1582161,75995177
74548798,311788,575388,311976,25007161,26029837
74556865,70722482,77721309,45151660,59081231,75621718
74556870,74556923,83470267,74556962,74556930,74556919
74556923,75557002,75320704,74556930,75321722,74556980
74556930,74556962,75320704,74556923,75321722,74556919
74556962,74556923,74556870,75321722,74556930,74556919
74556971,74556980,74556923,75621718,75321722,75557002
74558946,76352373,52675635,76307596,76307576,52675312
74558974,11794382,68171118,32648365,32648364,68174409
74559331,22179387,7011135,15674038,20412302,10143147
74561247,51842523,74529030,75538697,48549296,74566674
74561265,53384260,14388647,26029837,11715709,1036160
74561661,56248606,416978,54439144,595607,416990
74565955,58151291,70817873,73314682,74285829,41574489
74566674,51842523,74529030,75538697,48549296,74561247
74572230,24932961,55210024,71291990,52945747,74955104
7458771,15351084,51615378,51987865,7490967,17620717
74610299,25648528,15792427,37935420,16555172,68769369
74623725,59168467,75574549,51571587,31602057,74141526
74629311,11239836,58393093,75301142,61206696,74496917
74631286,56904924,8389458,57625269,6304783,74631290
74631290,68832410,8389458,9977722,57625269,74631286
746639,51987865,491442,10021395,746648,746663
746648,51987865,491442,10021395,746639,746663
746663,51987865,491442,10021395,746648,746639
7471335,716466,19986875,20053400,6710017,7089529
74737208,21578204,51571587,31602057,74623725,74141526
74741901,64319112,375565,37000902,72628067,69459839
74750613,74932860,75323380,75321775,77619027,74810915
74776144,67345441,49993511,50883140,41098540,56720370
74810915,70661051,75323380,75321775,77619027,74750613
74824252,57523356,75301142,61206696,58393093,74496917
74829862,69192869,23068516,44633444,52715468,52774378
74847116,5511229,52241344,66620077,55897,55897
74850075,26315122,33164951,448538,26166686,63191179
74850324,25325318,54487123,75337445,36710007,56458881
74853592,73637020,73768914,72014868,73463150,72455227
74853954,2927891,13745119,7614405,56515226,65074378
74857633,754249,511960,10143147,6909331,491328
74860089,74496917,11239836,75301142,42644889,74989061
74883580,6412951,2045591,26218953,55576273,50772516
74890302,72014868,71656427,56799621,76161572,75837832
74893380,38440074,25648528,33078123,31621490,73476077
74897040,48587009,36909167,35270555,35266279,76103258
74901879,54693718,54697472,74459767,76265784,72000836
74907707,54616635,21313534,66578633,23292023,74908430
74908430,67245899,21313534,23292023,66578633,74907707
7490967,51615378,51987865,73666130,17620717,7458771
74910933,54378048,63572345,25433290,26627033,49546884
74911967,73103412,73102935,73103094,75790246,75790376
74912653,66541696,15280632,29655357,58736477,58731373
74932860,75321775,52717588,75323380,53827214,74935377
74935377,62263771,58065346,54058645,45339109,74932860
74945616,46563491,52889826,75510675,22413470,52333193
7494785,42648299,6734149,26708402,26341625,17038778
74955104,66746416,52945747,55445629,55210024,74572230
74964161,74141526,70772235,74247140,14790642,59168467
7496499,8066832,10593537,32924732,10126332,8290598
74978842,45268753,21430338,44329693,41597056,56406884
74981880,23068516,72754256,72798141,73329078,72821133
74982261,21401957,34499647,46654004,70000381,56540134
74989061,74496917,11239836,75301142,42644889,74860089
75075591,31602057,8163884,51571587,74141526,74623725
7518567,24801234,5899257,9687455,9687395,9679946
75186039,74853592,73187624,73768914,72728356,72455227
75301142,61206696,42644889,74496917,74860089,74989061
75302081,11866615,76451695,48483836,10062880,46462092
75302620,58023971,53250152,6734149,7494785,59482840
75320704,75557002,74556980,74556923,74556930,75321722
75321722,75621718,75557002,74556930,75320704,74556923
75321775,56027838,53516830,52717588,74932860,75323380
75337445,54485907,73261935,54487123,46472383,36710007
75356672,57876590,17686592,23068516,52236758,68771432
75396549,74623725,74141526,51571587,14069536,20139040
75402106,34942696,34942635,74317085,58263379,55665054
754249,17967481,54021947,15674038,46645696,20412302
75453884,8819725,8820501,1418743,3666899,3717703
7546725,40823013,19992185,25731976,14867785,855036
75510218,22153584,41265405,66940778,23503622,75520677
75510675,70772235,56365197,52889826,22413470,52333193
75514309,2903577,1523227,57912964,56198267,56195676
